filename,stage,split,taxon_id,taxon_name,taxon_group,observation_id,x_suture,y_suture,x_exuviae,y_exuviae,w_exuviae,h_exuviae,x_organism,y_organism,w_organism,h_organism,taxon_group_Chelicerata,taxon_group_Crustacea,taxon_group_Hexapoda,taxon_group_Myriapoda,dist_centroids,box_overlap,size_ratio,dist_suture_exuviae,dist_suture_organism,has_suture,ex_mean_r,ex_mean_g,ex_mean_b,ex_std_rgb,ex_var_gray,ex_mean_gray,org_mean_r,org_mean_g,org_mean_b,org_std_rgb,org_var_gray,org_mean_gray
250093817.jpg,moulting,train,196689,Austracantha minax,Chelicerata,250093817,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
249888820.jpg,exuviae,val,48302,Limulus polyphemus,Chelicerata,249888820,,,62.0,120.0,299.0,219.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
249888767.jpg,exuviae,train,48302,Limulus polyphemus,Chelicerata,249888767,,,73.0,93.0,244.0,356.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
249884643.jpg,post-moult,val,208003,Psaltoda plaga,Hexapoda,249884643,286.0,123.0,263.0,12.0,104.0,265.0,76.0,102.0,209.0,331.0,0.0,0.0,1.0,0.0,182.26148797812445,0.04144731884292004,0.39838679368016305,36.10055401236939,178.91478418509746,1.0,133.31201015965166,122.98312772133526,112.46872278664732,50.17210025130436,2395.7088279207683,124.88639332365747,157.86945460327556,157.6751181716995,148.37245406843118,29.844015629575843,821.0004626393737,156.67562410558116
249760372.jpg,post-moult,train,50181,Loxosceles reclusa,Chelicerata,249760372,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
249535056.jpg,moulting,train,130173,Porcellionides cingendus,Crustacea,249535056,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
249292383.jpg,moulting,train,85221,Hemideina thoracica,Hexapoda,249292383,,,221.0,29.0,126.0,248.0,143.0,212.0,197.0,159.0,0.0,0.0,1.0,0.0,144.87408325853178,0.14105696987380553,0.9976055933339718,-1.0,-1.0,0.0,25.068516385048643,24.711053507424474,21.688844086021504,33.99574653753336,1187.8237591076795,24.510080645161292,36.97024550649682,36.09293490406411,31.411486766912493,45.40804551426334,2127.32907395629,35.841649905820006
249276464.jpg,moulting,train,567839,Isopeda montana,Chelicerata,249276464,252.0,244.0,96.0,41.0,228.0,232.0,191.0,227.0,133.0,239.0,1.0,0.0,0.0,0.0,195.36248360419663,0.07787182587666264,1.6640765092647938,96.60745312862771,102.64745491243316,1.0,41.39042649727768,38.559380671506354,34.847115093768906,54.53403195141544,3021.8746016550203,38.995500604960675,41.5743542957813,35.78865573976783,29.079623745556358,47.47179595920918,2297.141223356082,36.76443200050335
248678774.jpg,moulting,val,391391,Latrodectus katipo,Chelicerata,248678774,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
248574671.jpg,moulting,train,56083,Armadillidium vulgare,Crustacea,248574671,173.0,207.0,149.0,148.0,136.0,100.0,133.0,198.0,102.0,159.0,0.0,1.0,0.0,0.0,86.07700041242144,0.16850850380123833,0.8385744234800838,44.91102314577124,71.35299573248484,1.0,142.20617647058825,150.21330882352942,146.09257352941177,53.56192342238559,2307.0381694636676,147.34735294117647,158.46590208410407,170.9164508570724,193.7192625477864,44.118630998653394,1398.2248880103973,169.79769392033543
248511387.jpg,exuviae,train,61371,Panulirus interruptus,Crustacea,248511387,,,147.0,113.0,153.0,235.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
248384927.jpg,moulting,train,203979,Conocephalinae,Hexapoda,248384927,238.0,137.0,13.0,7.0,295.0,133.0,192.0,89.0,241.0,187.0,0.0,0.0,1.0,0.0,187.04277585621958,0.07547266093435052,0.8705926731311159,100.19231507456048,87.29547525502109,1.0,26.52295144641264,28.313801452784503,26.58965209634255,55.57835844897773,3093.494120193339,27.57435962788327,44.5460758426343,42.52362038742317,35.50777730933943,65.92367808676953,4439.686096116312,42.32542658708146
248277097.jpg,moulting,val,360602,Eriovixia pseudocentrodes,Chelicerata,248277097,170.0,326.0,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
248215379.jpg,post-moult,train,1270321,Nisitrus malaya,Hexapoda,248215379,,,35.0,33.0,154.0,158.0,184.0,44.0,243.0,241.0,0.0,0.0,1.0,0.0,200.49563586272893,0.008945959104186952,0.41548417943069854,-1.0,-1.0,0.0,133.18531152391913,156.13324017754397,123.36856814072004,53.21444933614989,2752.2648623665573,145.52893309222424,149.21803869337296,166.65124737462222,121.92208390963577,55.87572229968279,2605.1435428559826,156.33258200570327
247699667.jpg,moulting,train,67634,Cirolana harfordi,Crustacea,247699667,244.0,183.0,229.0,133.0,98.0,162.0,79.0,63.0,191.0,167.0,0.0,1.0,0.0,0.0,123.56577195971383,0.0908073796693762,0.4977270589710631,46.010868281309364,78.50159234053791,1.0,76.68373645754598,68.6873897707231,60.75781053162005,51.38502420327582,2580.799048493169,70.17573696145125,115.63498134620811,116.90293758033671,114.74586951750949,62.05591888598471,3594.6812539596476,116.27102862338151
247626366.jpg,post-moult,val,48292,Philoscia muscorum,Crustacea,247626366,177.0,249.0,34.0,165.0,115.0,128.0,153.0,200.0,155.0,115.0,0.0,1.0,0.0,0.0,141.8916840410318,0.0,0.8258064516129032,87.80802924562195,54.171025465649066,1.0,195.4923233695652,158.83994565217392,150.7569972826087,62.78214039082862,3307.1431869535677,168.8899456521739,183.84740532959327,142.35865357643758,128.4779803646564,57.29491360393051,2551.3249367573553,153.19051893408135
247540153.jpg,moulting,val,52523,Carcinus maenas,Crustacea,247540153,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
247191033.jpg,moulting,val,203479,Trachelipus rathkii,Crustacea,247191033,,,84.0,87.0,175.0,169.0,239.0,93.0,131.0,142.0,0.0,1.0,0.0,0.0,133.21129831962452,0.06264199219180802,1.5898828083001828,-1.0,-1.0,0.0,85.29805579036348,83.1127303465765,86.29220625528318,36.5642741076163,1278.9999123394323,84.1134404057481,96.0357488442103,90.52424470487044,92.31926674551123,34.06040989433023,1112.9561666388527,92.37345446726158
247072846.jpg,exuviae,train,47486,Selenops,Chelicerata,247072846,,,78.0,31.0,309.0,419.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
247019201.jpg,pre-moult,train,203479,Trachelipus rathkii,Crustacea,247019201,167.0,233.0,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
246891941.jpg,post-moult,train,47927,Anisoptera,Hexapoda,246891941,183.0,149.0,92.0,47.0,193.0,165.0,92.0,140.0,148.0,242.0,0.0,0.0,1.0,0.0,133.41101903516065,0.186930970967459,0.8891277641277642,20.26079958935481,113.28283188550682,1.0,42.71348720364264,38.560778772177734,26.730789762914114,55.39199813283893,3039.044994665119,38.451342439943474,49.9756533392897,50.04087558633013,37.951837167746255,66.59074941720884,4475.311182313972,48.640467947286126
246872075.jpg,moulting,train,48124,Tettigoniidae,Hexapoda,246872075,,,76.0,29.0,134.0,214.0,72.0,187.0,213.0,223.0,0.0,0.0,1.0,0.0,166.33249832789744,0.10927465742453146,0.6037179730099581,-1.0,-1.0,0.0,30.78291951457665,36.11127772353187,18.740479843771794,48.0439802575084,2422.493497269098,32.53312874877947,38.031326975304744,53.67675108949662,28.3355649592623,58.13290852579967,3565.571655622255,46.103307438051324
246872073.jpg,moulting,val,418950,Cyphalonotus,Chelicerata,246872073,278.0,77.0,226.0,155.0,123.0,152.0,222.0,0.0,125.0,170.0,1.0,0.0,0.0,0.0,146.03081866510234,0.04759906637643912,0.8798117647058824,154.29274124209473,10.307764064044152,1.0,111.20721009841678,100.385216089003,75.24443731279418,62.768939104946284,3668.231546623209,100.7504813863928,106.66602352941176,102.86931764705882,78.43303529411764,62.40984850842359,3670.5551285791003,101.21171764705882
246872036.jpg,post-moult,train,703902,Corinnomma severum,Chelicerata,246872036,,,260.0,60.0,234.0,173.0,38.0,155.0,215.0,135.0,1.0,0.0,0.0,0.0,243.65600751879688,0.0,1.3947286821705427,-1.0,-1.0,0.0,120.75302603626304,145.74739390346326,113.8330122029544,71.48930078118062,5327.602108607998,134.617187885974,149.85736434108526,180.72909560723514,141.2449612403101,42.780344370530685,1503.5913142494255,166.9938329026701
246800664.jpg,moulting,train,55556,Oncopeltus fasciatus,Hexapoda,246800664,166.0,183.0,75.0,21.0,167.0,192.0,79.0,171.0,168.0,252.0,0.0,0.0,1.0,0.0,180.05624121368302,0.10134114930278,0.7573696145124716,66.42476947645359,114.03946685248927,1.0,158.41510728542914,145.04834081836327,101.43619011976048,42.89776660081343,1272.4539066194193,144.06390344311376,165.6010723733938,122.98743386243386,77.36347316704459,47.06989624730574,732.8108363925573,130.52402210884352
246655434.jpg,exuviae,train,120474,Araneomorphae,Chelicerata,246655434,,,489.0,306.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
246639326.jpg,exuviae,train,354819,Sesia apiformis,Hexapoda,246639326,301.0,152.0,173.0,81.0,163.0,170.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
246096728.jpg,moulting,train,210119,Armadillidium nasatum,Crustacea,246096728,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
246073531.jpg,post-moult,train,358855,Gryllidea,Hexapoda,246073531,,,5.0,0.0,251.0,137.0,209.0,140.0,232.0,114.0,0.0,0.0,1.0,0.0,233.11477859629576,0.0,1.3001739261947973,-1.0,-1.0,0.0,29.338151045453223,42.135370925058886,17.441853025852794,49.63135693106086,2670.7085521881186,35.48314770116614,56.26330913490623,63.163717483363584,47.83526164549304,75.4785920713312,5955.652869037679,59.45122504537205
246062187.jpg,post-moult,train,128240,Megalorchestia corniculata,Crustacea,246062187,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
245872079.jpg,post-moult,train,523036,Meconematinae,Hexapoda,245872079,,,189.0,6.0,194.0,133.0,191.0,144.0,191.0,166.0,0.0,0.0,1.0,0.0,154.5008090593703,0.0,0.8137891881662777,-1.0,-1.0,0.0,29.246415006588638,56.43624525230602,24.279706999457407,59.84446471349623,3331.1850892164725,44.62801333229982,18.018860783447927,35.78713808112029,23.3402195168107,50.30038201059007,2782.419089607047,29.029899703526148
245872077.jpg,post-moult,val,129486,Pterophorus,Hexapoda,245872077,172.0,193.0,143.0,56.0,61.0,150.0,45.0,207.0,264.0,208.0,0.0,0.0,1.0,0.0,180.0340245620255,0.0,0.16663024475524477,62.01814250685037,118.10588469674151,1.0,81.90010928961749,100.1951912568306,84.43005464480875,54.655849213783604,2830.7285201110813,92.91967213114754,22.983628350815852,31.045745920745922,39.107226107226104,62.57825498427502,3437.239701975163,29.54742132867133
245864685.jpg,moulting,val,506060,Lychas scutilus,Chelicerata,245864685,76.0,44.0,107.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
245831367.jpg,post-moult,train,337434,Podacanthus typhon,Hexapoda,245831367,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
245735985.jpg,moulting,train,477082,Hyalogryllacris,Hexapoda,245735985,,,307.0,52.0,170.0,212.0,118.0,113.0,217.0,279.0,0.0,0.0,1.0,0.0,190.57937978700633,0.04577987114936928,0.5952793882034256,-1.0,-1.0,0.0,141.6297447280799,137.8253052164262,125.72219755826859,38.260398926046825,1363.9565895143946,137.59070477247502,160.74869101299902,155.5849396296847,145.075731298416,41.350634581208844,1417.713076958979,155.94052161273805
245239653.jpg,exuviae,train,521150,Zygina flammigera,Hexapoda,245239653,,,78.0,137.0,155.0,190.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
245206473.jpg,post-moult,train,332479,Purana,Hexapoda,245206473,136.0,154.0,99.0,14.0,73.0,154.0,88.0,138.0,97.0,291.0,0.0,0.0,1.0,0.0,192.50259738507427,0.05874621100351404,0.3982711588195699,63.00198409574099,129.50096524736796,1.0,40.73438889877246,34.00595979363103,29.856609144280377,45.26526619851687,1820.5574912453903,35.54340864614837,44.484642363694334,49.44149218833032,57.90849186948666,52.16921694939299,2393.075466239118,48.90725192191873
245048761.jpg,moulting,train,516687,Kallitaxila granulata,Hexapoda,245048761,187.0,108.0,108.0,34.0,153.0,92.0,97.0,96.0,217.0,182.0,0.0,0.0,1.0,0.0,109.04127658827184,0.09371171906900776,0.3564085683901352,28.111385593741193,81.13722943261003,1.0,57.39329354930378,84.16297243535095,71.36437908496733,46.63449532835653,2027.096045426399,74.68563512361466,59.64551577454803,89.09809084924292,61.68655998379501,64.6794272508865,4422.103087541601,77.13923633969716
244874376.jpg,moulting,train,1471930,Pholcinae,Chelicerata,244874376,214.0,235.0,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
244814185.jpg,exuviae,train,119929,Diceroprocta,Hexapoda,244814185,248.0,150.0,207.0,55.0,120.0,192.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
244315738.jpg,exuviae,train,489122,Grapsus longitarsis,Crustacea,244315738,,,114.0,94.0,137.0,313.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
244245993.jpg,moulting,train,56083,Armadillidium vulgare,Crustacea,244245993,166.0,250.0,139.0,230.0,72.0,117.0,176.0,177.0,102.0,81.0,0.0,1.0,0.0,0.0,88.0056816347672,0.06239653635553292,1.0196078431372548,39.53795644693843,69.11765331664553,1.0,113.83190883190883,119.03763057929724,138.11870845204177,59.90553745441714,3209.4446772956385,119.66452991452991,128.42641007020092,130.65020576131687,147.42568385378843,55.22080793981701,2858.379207746707,131.8991769547325
244180279.jpg,moulting,val,81923,Halyomorpha halys,Hexapoda,244180279,173.0,223.0,116.0,111.0,131.0,148.0,94.0,211.0,145.0,156.0,0.0,0.0,1.0,0.0,105.07616285342742,0.16352758697097275,0.8571175950486295,38.939054944875075,66.31930337390465,1.0,132.88477408706416,93.39390344543017,71.12353001856819,64.8544670274419,3546.8556735210286,102.67134309882401,150.9841732979664,118.76768346595932,87.84540229885057,68.39396485709447,4053.536891298281,124.88302387267905
243988598.jpg,moulting,train,47535,Araneidae,Chelicerata,243988598,,,48.0,71.0,181.0,167.0,101.0,225.0,112.0,167.0,1.0,0.0,0.0,0.0,155.10722097955338,0.030668773038441285,1.6160714285714286,-1.0,-1.0,0.0,87.07324577364608,69.94703410857842,41.87269659575876,30.291791883203178,534.8573889796669,71.8750785721375,85.25630881094953,66.67782292557742,42.53084901625321,32.117601937050395,716.1753971025396,69.48305175363559
243920395.jpg,post-moult,train,466999,Pseudeuophrys lanigera,Chelicerata,243920395,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
243799917.jpg,post-moult,train,205921,Peucetia flava,Chelicerata,243799917,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
243773184.jpg,post-moult,train,147163,Peucetia viridana,Chelicerata,243773184,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
243773092.jpg,exuviae,val,61373,Grapsus tenuicrustatus,Crustacea,243773092,,,5.0,96.0,363.0,261.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
243623412.jpg,exuviae,train,121308,Stagmomantis limbata,Hexapoda,243623412,,,46.0,66.0,422.0,280.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
243261074.jpg,post-moult,train,81769,Blattodea,Hexapoda,243261074,170.0,119.0,25.0,17.0,189.0,177.0,167.0,96.0,309.0,183.0,0.0,0.0,1.0,0.0,218.00917411888886,0.0539382157997049,0.5915963711602737,52.2733201547405,166.26635257922752,1.0,146.20401757689893,122.01437838161002,85.64995665560637,51.04786461866495,1976.2253635589389,125.1065674229516,162.21670468813554,144.23621058588432,111.3601252055812,49.80923986628176,1841.7321975154114,145.86872866818752
243261049.jpg,moulting,train,155024,Cyrtarachne,Chelicerata,243261049,186.0,229.0,107.0,8.0,146.0,266.0,116.0,212.0,168.0,206.0,1.0,0.0,0.0,0.0,175.1456536714514,0.13077752117013086,1.122168284789644,88.20430828479978,87.13208364316786,1.0,45.151998146050055,42.29807395200329,37.11100525285817,69.6227360442937,4969.656203564595,42.55888866000618,87.30409153952843,84.07287332408691,55.43547734627832,79.62848774881029,6210.804773448755,81.77305825242719
243255494.jpg,moulting,train,636278,Gryllacris,Hexapoda,243255494,161.0,176.0,34.0,31.0,157.0,218.0,145.0,167.0,139.0,283.0,0.0,0.0,1.0,0.0,196.96763693561437,0.05404708343482684,0.8700714340188627,60.400745028517655,142.89331684861963,1.0,33.45485887921463,41.84844854788757,17.415093788348038,52.135074058700745,2459.645515205013,36.5320224390814,54.97775631085238,41.548084500597405,28.463075476014946,55.965061696344755,2862.1875940576797,44.03551363855912
243180556.jpg,post-moult,train,53809,Phidippus audax,Chelicerata,243180556,,,196.0,144.0,177.0,135.0,94.0,158.0,90.0,183.0,1.0,0.0,0.0,0.0,150.38035111011013,0.0,1.4508196721311475,-1.0,-1.0,0.0,94.68382506800586,86.5044151496129,70.78999790751203,51.06814048737915,2425.5526986435084,87.16748273697426,72.90491803278688,68.78445658773528,57.829265330904676,39.13645906960172,1497.1044989565398,68.76703096539163
243030191.jpg,moulting,train,126824,Orthodera ministralis,Hexapoda,243030191,157.0,267.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
242864335.jpg,exuviae,val,997782,Spirostreptoidea,Myriapoda,242864335,318.0,115.0,318.0,79.0,153.0,92.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
242804169.jpg,post-moult,val,121444,Larinioides,Chelicerata,242804169,182.0,240.0,157.0,14.0,102.0,259.0,127.0,269.0,115.0,103.0,1.0,0.0,0.0,0.0,178.55321335669095,0.008965535427049547,2.2303081468974253,99.94123273204109,80.53881052014613,1.0,176.62934362934362,169.64456052691347,163.47861306684837,55.78660943876555,2917.959025551526,171.02850329320918,126.04761502743774,114.20557197129591,100.47420852680456,42.36766768585549,1619.1136335112267,116.19577880962431
242802594.jpg,moulting,val,61415,Psychidae,Hexapoda,242802594,195.0,339.0,86.0,13.0,160.0,349.0,168.0,324.0,96.0,141.0,0.0,0.0,1.0,0.0,212.9530464679949,0.044630488465939894,4.125295508274232,154.2506077783812,59.340121334557445,1.0,58.18769699140401,48.16785458452722,41.78400787965616,66.81813975388314,4430.587744948728,50.43467048710602,58.682771867612296,40.586436170212764,29.98899231678487,64.49583835263765,3843.806885146308,44.79122340425532
242791300.jpg,post-moult,train,334297,Alydinae,Hexapoda,242791300,,,29.0,191.0,156.0,129.0,207.0,46.0,226.0,251.0,0.0,0.0,1.0,0.0,228.96506283710622,0.0,0.3547579593131897,-1.0,-1.0,0.0,51.42317630689724,46.145646988670244,36.23548996223415,39.5138515071482,1564.5544765467416,46.595806002782744,77.76494023904382,65.833021894722,40.150195677467124,58.153567641223304,3192.515909767328,66.45596375559708
242152264.jpg,exuviae,train,48302,Limulus polyphemus,Chelicerata,242152264,,,313.0,487.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
242071512.jpg,exuviae,train,656520,Chaerilus variegatus,Chelicerata,242071512,,,119.0,101.0,183.0,129.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
241605287.jpg,moulting,train,83845,Oxyopes,Chelicerata,241605287,,,154.0,161.0,63.0,92.0,200.0,33.0,108.0,261.0,1.0,0.0,0.0,0.0,81.14493206602616,0.04824182603331277,0.20561941251596424,-1.0,-1.0,0.0,126.08160800552105,109.85886818495514,66.32332643202209,77.5628153909716,5769.272806714228,109.75327812284334,55.90652050517951,52.99006669504754,39.46328224776501,62.658470445958024,4208.12458717577,52.31669504753796
241605266.jpg,moulting,train,48124,Tettigoniidae,Hexapoda,241605266,138.0,258.0,67.0,14.0,140.0,269.0,40.0,204.0,212.0,268.0,0.0,0.0,1.0,0.0,189.71359993421663,0.13258847223554235,0.6628414531117995,109.5045661148429,80.39900496896712,1.0,17.070924057355285,19.3407063197026,21.603664365374403,42.92992554246481,1749.8371120930237,18.8663834306957,25.156241199662066,31.325823711630527,18.50047521824838,52.34868781403394,3013.676491596314,27.96236975499859
241544506.jpg,exuviae,train,61267,Heteroptera,Hexapoda,241544506,,,211.0,57.0,103.0,171.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
241378608.jpg,post-moult,train,67708,Argiope trifasciata,Chelicerata,241378608,,,300.0,5.0,134.0,218.0,143.0,44.0,150.0,249.0,1.0,0.0,0.0,0.0,158.6544988331563,0.0,0.7821151271753681,-1.0,-1.0,0.0,146.9565589483774,122.00277283308229,93.7585923593044,48.71284315761434,1810.7778907371867,126.25044502259345,128.8887282463186,99.92008032128514,74.73319946452476,46.76348405213543,1717.3835004245452,105.7168139223561
241023739.jpg,moulting,train,904334,Trichonephila clavata,Chelicerata,241023739,278.0,118.0,223.0,5.0,83.0,121.0,210.0,92.0,83.0,228.0,1.0,0.0,0.0,0.0,141.10014174337317,0.0895174333320796,0.5307017543859649,54.207932998777956,91.90348197973785,1.0,66.55491387035747,74.04659962162701,46.97112416608583,36.26972566295747,1085.942380532802,68.71711639948222,80.8777742549144,97.55786303107166,56.36836820968083,28.058768682303626,489.86972037936476,87.84971464806594
241020339.jpg,pre-moult,train,466999,Pseudeuophrys lanigera,Chelicerata,241020339,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
240894426.jpg,exuviae,train,202310,Edwardsiana,Hexapoda,240894426,,,111.0,153.0,233.0,94.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
240849969.jpg,exuviae,train,210289,Cirripedia,Crustacea,240849969,,,168.0,111.0,226.0,121.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
240306164.jpg,post-moult,train,68390,Nephila pilipes,Chelicerata,240306164,,,116.0,66.0,97.0,132.0,120.0,183.0,127.0,232.0,1.0,0.0,0.0,0.0,168.0773631397161,0.03413011034179042,0.43456421395601413,-1.0,-1.0,0.0,110.59645423305217,99.74039362699156,40.39464229928147,36.92531191465904,399.52008092280397,96.20985629490784,159.28634944338853,142.12805457507466,80.08274504480043,51.69758364825952,1511.295696925074,140.19230247081182
240286928.jpg,exuviae,val,564915,Neosparassus calligaster,Chelicerata,240286928,,,156.0,48.0,247.0,192.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
240272017.jpg,post-moult,train,1449512,Oecanthidae,Hexapoda,240272017,,,254.0,101.0,134.0,54.0,78.0,161.0,185.0,105.0,0.0,0.0,1.0,0.0,173.09101652021113,0.0,0.3725096525096525,-1.0,-1.0,0.0,67.25608070757325,74.42233278054174,66.26271420674406,63.19169217126617,4111.0406484407395,71.3065229408513,64.9796138996139,82.59320463320464,54.92123552123552,73.47519734567834,5605.623370448661,74.11413127413127
240098178.jpg,moulting,val,68859,Gryllacrididae,Hexapoda,240098178,175.0,198.0,66.0,247.0,165.0,168.0,28.0,61.0,219.0,209.0,0.0,0.0,1.0,0.0,165.8651560756508,0.054450757575757576,0.6056236481614996,135.61434289926711,49.62358310319802,1.0,92.45328282828282,74.18333333333334,59.67958152958153,79.0100760010843,5868.532401565387,77.97536075036075,64.17771077756659,59.147495138843375,46.38895807388958,64.71192318635934,4041.6161278345257,59.1989250835682
239345617.jpg,exuviae,train,67722,Macromiidae,Hexapoda,239345617,240.0,134.0,82.0,106.0,253.0,155.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
239289542.jpg,moulting,train,49150,Dione vanillae,Hexapoda,239289542,155.0,117.0,133.0,59.0,49.0,89.0,123.0,108.0,65.0,141.0,0.0,0.0,1.0,0.0,75.02666192761077,0.16946221684246932,0.4758319694489907,13.729530217745982,61.50203248673982,1.0,121.02614079339601,117.10777344645723,98.52396239394635,48.009039069229736,1968.2307663226422,116.15340518229763,131.44746317512275,109.88248772504092,86.41865793780687,61.65033207867935,3267.1972702193434,113.66524822695035
238967385.jpg,post-moult,val,67707,Argiope aurantia,Chelicerata,238967385,,,128.0,199.0,91.0,137.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238892246.jpg,exuviae,train,153849,Dolomedes vittatus,Chelicerata,238892246,,,20.0,166.0,280.0,267.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238584512.jpg,exuviae,train,322944,Phidippus otiosus,Chelicerata,238584512,,,162.0,209.0,77.0,96.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238536953.jpg,exuviae,train,47868,Philodromidae,Chelicerata,238536953,,,200.0,115.0,113.0,265.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238391034.jpg,post-moult,train,1560711,Polichne tenuis,Hexapoda,238391034,,,48.0,288.0,64.0,96.0,113.0,156.0,85.0,110.0,0.0,0.0,1.0,0.0,146.03167464629036,0.0,0.6571122994652406,-1.0,-1.0,0.0,73.6298828125,71.86165364583333,68.294921875,37.247856946429266,1348.1157779428693,71.98356119791667,73.3875935828877,90.67582887700534,74.61475935828877,55.635959450219026,3254.874317206669,83.66823529411765
238080837.jpg,exuviae,train,48302,Limulus polyphemus,Chelicerata,238080837,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238079122.jpg,exuviae,val,48302,Limulus polyphemus,Chelicerata,238079122,,,127.0,37.0,256.0,247.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238076355.jpg,post-moult,val,48284,Oniscus asellus,Crustacea,238076355,,,74.0,158.0,81.0,71.0,154.0,232.0,60.0,104.0,0.0,1.0,0.0,0.0,114.10740554407501,0.0,0.9216346153846153,-1.0,-1.0,0.0,151.75760737263084,135.018953225526,120.37471744044514,78.77775170615709,5971.427692525013,138.3548948009042,139.68798076923076,122.74727564102564,113.9525641025641,59.65595799225445,3386.7252456237675,126.81634615384615
238075840.jpg,moulting,train,52523,Carcinus maenas,Crustacea,238075840,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
238008535.jpg,moulting,train,216651,Chelinidea vittiger,Hexapoda,238008535,,,126.0,328.0,238.0,133.0,108.0,18.0,209.0,317.0,0.0,0.0,1.0,0.0,220.4092783890914,0.013844879362120742,0.4777745913392601,-1.0,-1.0,0.0,126.42923485183547,107.38939786440892,80.72079358059013,49.127075031185015,2127.341662728481,110.04425980918683,176.60966295865848,145.52368949330597,105.77809306748374,57.41254373266376,2525.138615999634,150.30081656679698
237772709.jpg,moulting,val,199540,Phricanthini,Hexapoda,237772709,176.0,108.0,11.0,17.0,228.0,186.0,200.0,48.0,236.0,237.0,0.0,0.0,1.0,0.0,201.10009945298387,0.06549650576954331,0.7582063934777945,51.03920062069938,153.57815599882687,1.0,124.76664780230145,151.07184965100925,114.39006791171477,56.638535308517504,2387.2253327517797,139.01688360686663,93.31473932632483,94.23818207823786,81.14381749266967,66.26298925879188,4288.070807541397,92.44445040406208
